,comp1,comp2,comp3,cluster,cluster_broad,id,date_publish,outlet,headline,article_terms,cluster_terms_str
1018,-9.514140940739213e-05,0.0003290931391229075,-0.00020460455858410735,61,9,1918413,2019-08-29 17:04:04,Reuters,Trump EPA proposes easing methane limits at oil and gas operations,"['trump', 'epa', 'propos', 'eas', 'methan', 'limit', 'oil', 'ga', 'operationsth', 'trump', 'administr', 'thursday', 'propos', 'rescind', 'obamaera', 'limit', 'oil', 'ga', 'industri', 'emiss', 'methan', 'main', 'pollut', 'scientist', 'link', 'climat', 'chang']","methan, ga, emiss, oil, administr, limit, obama, roll, climat, chang"
1019,0.0006915667088754478,-0.0006417215579724,-0.0008014151873456689,1328,12,131731787,2019-08-29 17:04:54,Slate,Woman Sues Denver After Giving Birth Alone in a Jail Cell,"['woman', 'sue', 'denver', 'give', 'birth', 'alon', 'jail', 'celldeputi', 'nurs', 'knew', 'woman', 'labor', 'noth', 'claim']","birth, jail, cell, diana, denver, sanchez, gave, woman, lawsuit, nurs"
1021,3.379975023597595e-06,-0.0007831441982173241,0.0005120078789951286,66,3,4277231,2019-08-29 17:05:34,USA Today,Who made the third Democratic presidential debate,"['made', 'third', 'democrat', 'presidenti', 'debateaft', 'two', 'debat', 'span', 'two', 'night', 'includ', '20', 'candid', 'third', 'democrat', 'debat', 'cut', 'number', 'half']","debat, candid, 10, democrat, debat, poll, stage, qualifi, septemb, presidenti"
1022,-0.0001870524150938656,-0.0003991938482814562,0.0016808638760119018,1042,5,39149526,2019-08-29 17:05:41,The Guardian,"Proroguing parliament is unlawful abuse of power, court told","['prorogu', 'parliament', 'unlaw', 'abus', 'power', 'court', 'toldmp', 'seek', 'interdict', 'scotland', 'challeng', 'file', 'belfast', 'london']","scotland, northern, ireland, challeng, legisl, dim, brake, interdict, belfast, unlaw"
1023,0.0006355246325175802,-5.907553351379845e-05,-0.00038474886692905174,1323,0,45835141,2019-08-29 17:07:03,The Washington Post,Mumps sickens hundreds of detained migrants in 19 states,"['mump', 'sicken', 'hundr', 'detain', 'migrant', '19', 'statesmump', 'swept', '57', 'immigr', 'detent', 'facil', '19', 'state', 'sinc', 'septemb', 'us', 'health', 'offici', 'say']","mump, 900, cdc, center, migrant, 19, detent, prevent, hundr, detain"
1024,-4.962123732479565e-05,-0.0007067521661162003,0.0007864779371218411,577,3,131772526,2019-08-29 17:07:12,PBS,What’s next for 2020 Dems who didn’t make the September debate?,"['what', 'next', '2020', 'dem', 'didnt', 'make', 'septemb', 'debateth', 'democrat', 'recordbreak', 'field', 'cull', 'stricter', 'criteria', 'particip', 'next', 'debat', 'septemb', '10', 'candid', 'stage', 'sept', '12', 'houston', 'candid', 'read', 'tea', 'leav', 'drop', '10', 'havent', 'still', 'hold', 'motiv', 'keep', 'fight']","debat, candid, stage, make, 10, cut, half, field, septemb, dnc"
1025,0.00074802439619677,-0.0006517957661959481,-0.0009419207487012509,13,12,55082033,2019-08-29 17:16:13,Los Angeles Times,Huntington man and Newport woman plead not guilty to drug and firearm charges after searches of car and home,"['huntington', 'newport', 'woman', 'plead', 'guilti', 'firearm', 'charg', 'search', 'car', 'homea', 'huntington', 'beach', 'newport', 'beach', 'woman', 'plead', 'guilti', 'wednesday', 'charg', 'relat', 'firearm', 'possess', 'stop', 'polic', 'costa', 'mesa', 'earlier', 'week']","guilti, plead, plead, charg, woodstock, firearm, misdemeanor, huntington, detect, lawmak"
1026,0.00017232177994990316,0.00016098470765773287,-0.00030730333672921833,203,11,115895834,2019-08-29 17:22:00,ABC News,President Donald Trump reestablishes US Space Command,"['presid', 'donald', 'trump', 'reestablish', 'us', 'space', 'commandth', 'space', 'command', 'militari', 'newest', '11th', 'unifi', 'combat', 'command']","space, command, forc, combat, establish, ceremoni, militari, pentagon, closer, interest"
1028,4.96307956877738e-05,-0.000811865424030263,0.0005341515673193141,66,3,45657213,2019-08-29 17:24:07,The Washington Post,Democrats release September debate lineup featuring only 10 candidates on a single night,"['democrat', 'releas', 'septemb', 'debat', 'lineup', 'featur', '10', 'candid', 'singl', 'nightth', 'event', 'houston', 'first', 'time', 'former', 'vice', 'presid', 'joe', 'biden', 'elizabeth', 'warren', 'mass', 'appear', 'stage']","debat, candid, 10, democrat, debat, poll, stage, qualifi, septemb, presidenti"
1029,0.00025212896669957045,0.0005071433858020608,-0.00042509679354248625,763,4,55549355,2019-08-29 17:25:18,Yahoo! News,Another Iranian rocket launch has ended in failure after it apparently blew up on the launch pad,"['anoth', 'iranian', 'rocket', 'launch', 'end', 'failur', 'appar', 'blew', 'launch', 'padiran', 'tri', 'three', 'time', 'year', 'put', 'satellit', 'space', 'time', 'someth', 'gone', 'wrong', 'rocket']","launch, pad, satellit, rocket, iranian, space, center, explod, imag, failur"
1030,-0.0008451922879135742,0.0014506174446552481,-1.435533623514629e-05,1130,1,2188640,2019-08-29 17:28:10,Reuters,"U.S. economy slowing, but consumers limiting downside","['us', 'economi', 'slow', 'consum', 'limit', 'downsideu', 'econom', 'growth', 'slow', 'second', 'quarter', 'govern', 'confirm', 'thursday', 'strongest', 'consum', 'spend', '412', 'year', 'amid', 'solid', 'labor', 'market', 'threw', 'cold', 'water', 'financi', 'market', 'expect', 'recess']","quarter, strongest, second, slow, consum, growth, economi, spend, moder, market"
1031,-0.00014761346282504375,-0.0006158928522451236,0.0015402951552533671,1141,5,38965118,2019-08-29 17:29:33,The Guardian,Ruth Davidson's obvious contempt for Boris Johnson leaks out,"['ruth', 'davidson', 'obviou', 'contempt', 'bori', 'johnson', 'leak', 'outscotland', 'tori', 'leader', 'warm', 'word', 'duplicit', 'pm', 'resign', 'statement']","davidson, ruth, tori, resign, scottish, leader, warm, grim, macdonald, ramsay"
1032,0.0004890962584345112,0.00032658288331210424,-0.0005157132234157399,763,4,55554802,2019-08-29 17:33:23,Yahoo! News,Satellite photos show burning Iran space center launch pad,"['satellit', 'photo', 'show', 'burn', 'iran', 'space', 'center', 'launch', 'rocket', 'iranian', 'space', 'center', 'conduct', 'satellit', 'launch', 'critic', 'us', 'appar', 'explod', 'launch', 'pad', 'thursday', 'satellit', 'imag', 'show', 'suggest', 'islam', 'republ', 'suffer', 'third', 'fail', 'launch', 'year', 'alon', 'state', 'media', 'offici', 'immedi', 'acknowledg']","launch, pad, satellit, rocket, iranian, space, center, explod, imag, failur"
1033,0.00016508721835560924,0.00036499934317963984,-0.000437287945834745,203,11,59532913,2019-08-29 17:34:40,Chicago Tribune,"The U.S. Space Command is set to open, the Pentagon says, but there’s no Space Force yet","['us', 'space', 'command', 'set', 'open', 'pentagon', 'say', 'there', 'space', 'forc', 'yetth', 'role', 'new', 'space', 'command', 'conduct', 'oper', 'enabl', 'satellitebas', 'navig', 'commun', 'troop', 'field', 'provid', 'warn', 'missil', 'launch']","space, command, forc, combat, establish, ceremoni, militari, pentagon, closer, interest"
1034,0.0002661344537684516,-0.0002717500366384204,-0.0003362845298050314,355,2,45706984,2019-08-29 17:35:06,The Washington Post,Trump aides say he was joking about pardons on building the wall. It’s an explanation they’ve given a lot.,"['trump', 'aid', 'say', 'joke', 'pardon', 'build', 'wall', 'explan', 'theyv', 'given', 'lotwhit', 'hous', 'aid', 'week', 'downplay', 'report', 'presid', 'trump', 'float', 'pardon', 'offici', 'broke', 'law', 'build', 'wall', 'southern', 'border']","aid, wall, pardon, joke, pardon, break, border, law, build, law"
1035,0.0008329099203094682,-0.0003206590965734946,-0.0006864221350242893,1029,8,55297105,2019-08-29 17:38:00,NBC News,"2 men who faked military service are ordered to write names of 6,700 Americans killed in action","['2', 'fake', 'militari', 'servic', 'order', 'write', 'name', '6700', 'american', 'kill', 'actiontwo', 'montana', 'allegedli', 'fals', 'said', 'veteran', 'sentenc', 'write', 'name', '6756', 'american', 'kill', 'action', 'iran', 'afghanistan']","montana, write, name, militari, american, veteran, kill, fals, serv, servic"
1037,0.0004380867682286288,-7.889256737183954e-05,-0.0001629917949189364,195,0,131764797,2019-08-29 17:54:20,PBS,What new citizenship rules mean for children of U.S. personnel living abroad,"['new', 'citizenship', 'rule', 'mean', 'children', 'us', 'personnel', 'live', 'abroadchang', 'announc', 'week', 'mean', 'children', 'born', 'us', 'personnel', 'abroad', 'longer', 'automat', 'consid', 'us', 'citizen', 'red', 'tape', 'secur', 'citizenship']","citizenship, children, abroad, born, member, employe, militari, automat, polici, administr"
1038,-0.00016495455580835475,0.0008095829044861804,-0.00034405622367059303,613,2,4504253,2019-08-29 17:55:26,Fox News,"China slams US warship for 'provocative' transit through South China Sea, calling it 'maritime hegemony'","['china', 'slam', 'us', 'warship', 'provoc', 'transit', 'south', 'china', 'call', 'maritim', 'hegemonychina', 'hit', 'back', 'us', 'wednesday', 'navi', 'warship', 'sail', 'near', 'disput', 'island', 'china', 'claim', 'south', 'china', 'call', 'action', 'provoc', 'sign', 'maritim', 'hegemoni']","claim, island, sail, destroy, warship, navi, near, south, china, sail"
1039,0.0006056228437060508,0.0003147301625289396,-0.0005290519344600536,763,4,115967552,2019-08-29 17:57:00,ABC News,Before and after satellite photos show Iranian rocket explosion on launch pad,"['satellit', 'photo', 'show', 'iranian', 'rocket', 'explos', 'launch', 'padcommerci', 'satellit', 'imag', 'captur', 'smoki', 'aftermath', 'iranian', 'rocket', 'explod', 'launch', 'pad', 'northern', 'iran', 'earlier', 'week']","launch, pad, satellit, rocket, iranian, space, center, explod, imag, failur"
1040,0.00022672972431444233,-0.00027311454603353547,2.2382413348776048e-05,591,6,39154835,2019-08-29 18:00:02,The Guardian,Scientists quash idea of single 'gay gene',"['scientist', 'quash', 'idea', 'singl', 'gay', 'genemani', 'genet', 'variant', 'play', 'role', 'homosexu', 'behaviour', 'studi', 'find']","gene, gay, sexual, studi, singl, behavior, genet, gene, sex, genet"
1041,-0.00023828406781922141,0.000843883584695991,-0.00024421958799939695,731,1,4352737,2019-08-29 18:01:45,Breitbart,Elon Musk: 'China Is the Future',"['elon', 'musk', 'china', 'futuretesla', 'ceo', 'elon', 'musk', 'comment', 'china', 'futur', '2019', 'world', 'artifici', 'intellig', 'confer', 'shanghai', 'thursday']","musk, elon, artifici, confer, alibaba, intellig, tesla, jack, founder, appear"
1042,0.0005463685407105691,-0.000628926915540655,-0.0004698333949648049,136,12,4805396,2019-08-29 18:05:35,CNN,A top federal prosecutor in Ohio just sent a harsh message to white supremacists,"['top', 'feder', 'prosecutor', 'ohio', 'sent', 'harsh', 'messag', 'white', 'supremacistsa', 'feder', 'prosecutor', 'use', 'routin', 'press', 'confer', 'announc', 'crimin', 'charg', 'thursday', 'deliv', 'harsh', 'messag', 'advoc', 'white', 'supremaci', 'white', 'nation']","jewish, ohio, white, feder, announc, center, charg, face, supremacist, harsh"
1043,0.00029115999793210575,-0.0004004930538717553,-0.0002048468416322695,635,10,4509570,2019-08-29 18:08:01,Fox News,MSNBC's Lawrence O'Donnell deletes tweet pushing unverified Trump-Russia story following retraction,"['msnbc', 'lawrenc', 'odonnel', 'delet', 'tweet', 'push', 'unverifi', 'trumprussia', 'stori', 'follow', 'retractionmsnbc', 'host', 'lawrenc', 'odonnel', 'delet', 'tweet', 'thursday', 'push', 'unverifi', 'report', 'russian', 'oligarch', 'cosign', 'loan', 'presid', 'trump', 'retract', 'stori', 'apolog']","donnel, lawrenc, msnbc, unverifi, retract, retract, retract, host, oligarch, stori"
1044,0.000435873295972198,0.00013455381209137753,-0.0002565281614813936,589,0,4200715,2019-08-29 18:08:32,USA Today,"US throws away 3,500 donated kidneys per year, study says. Here's why","['us', 'throw', 'away', '3500', 'donat', 'kidney', 'year', 'studi', 'say', 'here', 'whyabout', '12', 'peopl', 'everi', 'day', 'wait', 'kidney', 'least', '10', 'kidney', 'discard', 'daili']","kidney, donat, wait, kidney, studi, patient, discard, throw, away, thousand"
1045,-0.00010619602497561695,0.0004127830712403815,-5.23234960442272e-05,102,1,79070457,2019-08-29 18:09:40,Politico,"Uber, Lyft pitch landmark California worker proposal - and tech industry's first ballot threat","['uber', 'lyft', 'pitch', 'landmark', 'california', 'worker', 'propos', 'tech', 'industri', 'first', 'ballot', 'threattech', 'compani', 'publicli', 'back', 'framework', 'wage', 'benefit', 'guarante', 'month', 'ago', 'new', 'propos', 'get', 'concret']","uber, driver, lyft, ballot, california, wage, measur, gig, minimum, 60"
1046,0.00044627045407153663,-7.063575367095463e-05,-0.0002373267539132389,195,0,1462249,2019-08-29 18:11:43,Reuters,U.S. officials defend new citizenship rules for some military families,"['us', 'offici', 'defend', 'new', 'citizenship', 'rule', 'militari', 'familiesu', 'immigr', 'offici', 'thursday', 'defend', 'new', 'polici', 'end', 'automat', 'citizenship', 'children', 'born', 'us', 'citizen', 'station', 'abroad', 'govern', 'employe', 'member', 'us', 'militari', 'say', 'would', 'affect', 'hand', 'famili', 'everi', 'year']","citizenship, children, abroad, born, member, employe, militari, automat, polici, administr"
1047,0.00012907279370467638,0.00018903663174251614,-0.0003368056115374717,203,11,55563568,2019-08-29 18:12:26,Yahoo! News,"Space Command set to open, will defend US interests in space","['space', 'command', 'set', 'open', 'defend', 'us', 'interest', 'spacemind', 'presid', 'donald', 'trump', 'intens', 'interest', 'space', 'pentagon', 'declar', 'us', 'space', 'command', 'open', 'busi', 'part', 'broader', 'effort', 'better', 'defend', 'american', 'interest', 'space', 'trump', 'plan', 'particip', 'ceremoni', 'thursday', 'mark', 'space', 'command', 'offici', 'establish']","space, command, forc, combat, establish, ceremoni, militari, pentagon, closer, interest"
1048,-1.6418324626843772e-05,0.0003107573023203469,-0.00011354421132427326,581,9,4146336,2019-08-29 18:12:29,USA Today,Climate-damaging methane rules would evaporate under Trump proposal,"['climatedamag', 'methan', 'rule', 'would', 'evapor', 'trump', 'proposalth', 'epa', 'propos', 'deregul', 'methan', 'oil', 'ga', 'industri', 'latest', 'effort', 'promot', 'energi', 'develop', 'trump', 'administr']","methan, epa, ga, environment, greenhous, administr, loosen, rule, oil, roll"
1049,0.0003920996393246407,-0.000550574410614384,-0.0005155995466063564,141,15,3877403,2019-08-29 18:16:14,HuffPost,Trump Reacts To Justice Department Finding James Comey Violated FBI Policy,"['trump', 'react', 'justic', 'depart', 'find', 'jame', 'comey', 'violat', 'fbi', 'policycomey', 'howev', 'leak', 'classifi', 'inform', 'media', 'presid', 'regularli', 'claim']","violat, memo, fbi, comey, jame, handl, justic, director, polici, inspector"
1050,0.00017573921806206377,-0.00017827997050494392,-7.46688003752009e-05,407,2,131725341,2019-08-29 18:20:28,Slate,New York City schools might eliminate gifted and talented programs.,"['new', 'york', 'citi', 'school', 'might', 'elimin', 'gift', 'talent', 'programsth', 'author', 'gift', 'school', 'propos', 'new', 'york', 'citi', 'plan', 'elimin', 'gift', 'talent', 'program']","gift, program, elimin, blasio, talent, york, panel, school, process, segreg"
1051,-2.835106380730874e-05,0.00019179058638742145,-0.00017489470939609952,61,9,1286956,2019-08-29 18:23:40,Reuters,Factbox: U.S. oil and gas regulatory rollbacks under Trump,"['factbox', 'us', 'oil', 'ga', 'regulatori', 'rollback', 'trumpth', 'trump', 'administr', 'move', 'broadli', 'relax', 'obamaera', 'rule', 'put', 'place', 'regul', 'methan', 'greenhous', 'ga', 'emiss', 'offshor', 'drill', 'safeti', 'fuel', 'economi', 'wetland', 'rule', 'impact', 'oil', 'ga', 'coal', 'industri']","methan, ga, emiss, oil, administr, limit, obama, roll, climat, chang"
1052,0.00022617196802509094,-0.00046012477932163155,-0.0002206495836068171,1011,3,45610576,2019-08-29 18:24:19,The Washington Post,Issa moves toward challenging indicted US Rep Duncan Hunter,"['issa', 'move', 'toward', 'challeng', 'indict', 'us', 'rep', 'duncan', 'hunterdarrel', 'issa', 'former', 'top', 'republican', 'us', 'hous', 'gain', 'fame', 'presid', 'barack', 'obama', 'chief', 'congression', 'antagonist', 'form', 'exploratori', 'committe', 'challeng', 'indict', 'california', 'rep', 'duncan', 'hunter']","duncan, issa, hunter, exploratori, darrel, rep, committe, indict, challeng, fame"
1053,0.0002223398223754726,-0.0002185879658582236,-0.0002286965697006569,591,6,55512674,2019-08-29 18:25:06,Yahoo! News,"No 'gay gene', but study finds genetic links to sexual behaviour","['gay', 'gene', 'studi', 'find', 'genet', 'link', 'sexual', 'behavioura', 'larg', 'scientif', 'studi', 'biolog', 'basi', 'sexual', 'behaviour', 'confirm', 'singl', 'gay', 'gene', 'complex', 'mix', 'genet', 'environ', 'affect', 'whether', 'person', 'samesex', 'sexual', 'partner', 'research', 'analys', 'data', 'dna', 'sexual', 'experi']","gene, gay, sexual, studi, singl, behavior, genet, gene, sex, genet"
1054,0.0002805750564953824,-0.00019305257306188758,-7.198167496617751e-05,333,10,4287443,2019-08-29 18:31:31,Breitbart,Mike Pence Declares VA Hospitals Will Not Be 'Religion-Free Zones',"['mike', 'penc', 'declar', 'hospit', 'religionfre', 'zonesveteran', 'affair', 'hospit', 'religionfre', 'zone', 'vice', 'presid', 'mike', 'penc', 'declar', 'speech', 'wednesday']","bibl, penc, veteran, stay, display, mike, hospit, lawsuit, vice, zone"
1055,0.0004813441579472032,6.56761335472879e-05,-0.000162515069527374,589,0,55569578,2019-08-29 18:32:35,Yahoo! News,"US discards thousands of donated kidneys each year as patients die on waitlist, study says","['us', 'discard', 'thousand', 'donat', 'kidney', 'year', 'patient', 'waitlist', 'studi', 'saysabout', '12', 'peopl', 'everi', 'day', 'wait', 'kidney', 'least', '10', 'kidney', 'discard', 'daili']","kidney, donat, wait, kidney, studi, patient, discard, throw, away, thousand"
1057,0.0009938228872037054,-0.0005004794883396799,-0.0008142015164998368,1361,8,4817809,2019-08-29 18:33:36,CNN,"Student arrested after 2,000 rounds of ammunition found in his vehicle at a Nevada college, officials say","['student', 'arrest', '2000', 'round', 'ammunit', 'found', 'vehicl', 'nevada', 'colleg', 'offici', 'colleg', 'student', 'nevada', 'arrest', 'campu', 'polic', 'found', 'rifl', '2000', 'round', 'ammunit', 'vehicl', 'drove', 'campu', 'colleg', 'southern', 'nevada', 'presid', 'said', 'statement']","round, student, rifl, nevada, ammunit, campu, colleg, vehicl, arrest, forgotten"
1058,-3.762660216239368e-05,8.577267511866572e-05,0.00017097698418281387,157,2,55538058,2019-08-29 18:36:46,Yahoo! News,Greta Thunberg Ups Climate Pressure Ahead of UN Summit: ‘This Has to Be a Tipping Point’,"['greta', 'thunberg', 'up', 'climat', 'pressur', 'ahead', 'summit', 'tip', 'pointthey', 'continu', 'ignor', 'climat', 'activist', 'say', 'world', 'leader']","greta, climat, thunberg, young, leader, pressur, activist, activist, address, eye"
1059,0.00020731305627433967,1.7503703666447123e-05,-0.00043076956246365867,1082,0,45806520,2019-08-29 18:39:17,The Washington Post,New Mexico official: Retake state land leased to Epstein,"['new', 'mexico', 'offici', 'retak', 'state', 'land', 'leas', 'epsteinnew', 'mexico', 'attorney', 'gener', 'recommend', 'offici', 'retak', 'state', 'trust', 'land', 'leas', 'financi', 'jeffrey', 'epstein', 'ranch', 'recommend', 'includ', 'letter', 'state', 'land', 'commission']","land, ranch, epstein, mexico, zorro, retak, jeffrey, leas, leas, state"
1060,-1.4932613362399144e-05,0.00014574458853015905,-0.000160984762095647,61,9,55499961,2019-08-29 18:39:48,Yahoo! News,Climate crisis: Trump to roll back Obama-era pollution regulations for oil and gas drilling designed to reduce methane emissions,"['climat', 'crisi', 'trump', 'roll', 'back', 'obamaera', 'pollut', 'regul', 'oil', 'ga', 'drill', 'design', 'reduc', 'methan', 'emissionsth', 'trump', 'administr', 'plan', 'revok', 'obamaera', 'regul', 'design', 'prevent', 'hazard', 'methan', 'leak', 'oil', 'ga', 'drill', 'oper', 'move', 'even', 'surpris', 'fossil', 'fuel', 'industriesth', 'head', 'environment', 'protect', 'agenc', 'andrew', 'wheeler', 'said', 'propos', 'rule', 'chang']","methan, ga, emiss, oil, administr, limit, obama, roll, climat, chang"
1061,0.0001947780847040433,-0.00017109623141226533,9.939166307625595e-05,591,6,55548364,2019-08-29 18:41:00,Yahoo! News,New genetic links to same-sex sexuality found in huge study,"['new', 'genet', 'link', 'samesex', 'sexual', 'found', 'huge', 'studyth', 'largest', 'studi', 'kind', 'found', 'new', 'evid', 'gene', 'contribut', 'samesex', 'sexual', 'behavior', 'echo', 'research', 'say', 'specif', 'gene', 'make', 'peopl', 'gay', 'genomewid', 'research', 'dna', 'nearli', 'half', 'million', 'us', 'uk', 'adult', 'identifi', 'five', 'genet', 'variant']","gene, gay, sexual, studi, singl, behavior, genet, gene, sex, genet"
1062,0.00028100213670090285,-0.0003004239436789451,-0.00019064073185446104,591,6,55157472,2019-08-29 18:42:09,Los Angeles Times,"There is no single ‘gay gene,’ DNA analysis of nearly half a million people finds","['singl', 'gay', 'gene', 'dna', 'analysi', 'nearli', 'half', 'million', 'peopl', 'findsther', 'singl', 'gay', 'gene', 'instead', 'sexual', 'orient', 'like', 'human', 'trait', 'influenc', 'complex', 'mix', 'genet', 'environ']","gene, gay, sexual, studi, singl, behavior, genet, gene, sex, genet"
1063,0.00034171613663982976,-1.7459795846939375e-05,-0.0001346937197611385,1055,7,4639714,2019-08-29 18:44:48,Fox News,Former Canadian PM says she's 'rooting for a direct hit' of Hurricane Dorian on Mar-a-Lago,"['former', 'canadian', 'pm', 'say', 'she', 'root', 'direct', 'hit', 'hurrican', 'dorian', 'maralagoform', 'canadian', 'prime', 'minist', 'campbel', 'express', 'wish', 'hurrican', 'dorian', 'make', 'direct', 'hit', 'presid', 'trump', 'maralago', 'club']","lago, campbel, root, hit, hurrican, canadian, dorian, pm, apolog, direct"
1064,-0.00032751856845798295,7.594911817385522e-05,0.0011520346540862252,295,5,18441518,2019-08-29 18:45:07,BBC,Brexit: Andrea Leadsom meets business group to discuss backstop,"['brexit', 'andrea', 'leadsom', 'meet', 'busi', 'group', 'discuss', 'backstopth', 'busi', 'secretari', 'meet', 'busi', 'leader', 'discuss', 'possibl', 'altern', 'backstop']","backstop, altern, irish, taoiseach, coveney, viabl, deputi, meet, simon, discuss"
1065,0.0004502156074061328,-0.00010343222193452503,-0.0002284865762968726,35,11,45804687,2019-08-29 18:48:17,The Washington Post,"Colombia’s president accuses Venezula’s Maduro of sheltering rebels, calls for arrest of rearmed insurgents","['colombia', 'presid', 'accus', 'venezula', 'maduro', 'shelter', 'rebel', 'call', 'arrest', 'rearm', 'insurgentscolombia', 'presid', 'accus', 'venezula', 'maduro', 'shelter', 'rebel', 'call', 'arrest', 'rearm', 'insurg']","colombia, maduro, rebel, farc, colombian, arrest, duqu, rearm, venezuelan, shelter"
1066,0.0001901995698540527,-0.0002068432316090211,-0.0001258249094002157,591,6,55552330,2019-08-29 18:52:26,Yahoo! News,"No single 'gay gene,' according to largest ever DNA analysis","['singl', 'gay', 'gene', 'accord', 'largest', 'ever', 'dna', 'analysislik', 'size', 'intellig', 'sexual', 'attract', 'isnt', 'defin', 'gene', 'alon', 'instead', 'result', 'complex', 'interplay', 'multipl', 'region', 'genom', 'hard', 'pin', 'environment', 'factor', 'author', 'hope', 'buri', 'notion', 'popular', '1990', 'exist']","gene, gay, sexual, studi, singl, behavior, genet, gene, sex, genet"
1067,0.00016519044322743792,-0.00025625409863751084,0.00016428412156068643,591,6,131766951,2019-08-29 18:53:05,PBS,"There is no ‘gay gene.’ There is no ‘straight gene.’ Sexuality is just complex, study confirms","['gay', 'gene', 'straight', 'gene', 'sexual', 'complex', 'studi', 'confirmsa', 'genet', 'studi', 'nearli', 'half', 'million', 'peopl', 'close', 'longstand', 'debat', 'sexual']","gene, gay, sexual, studi, singl, behavior, genet, gene, sex, genet"
1068,0.0001887150064114758,-0.0002782017224806025,-0.0001198908588721469,591,6,113856562,2019-08-29 18:58:50,CBS News,"Is there a ""gay gene""? Major new study says no","['gay', 'gene', 'major', 'new', 'studi', 'say', 'nother', 'thing', 'singl', 'gene', 'drive', 'person', 'sexual', 'behavior', 'accord', 'largest', 'studi', 'ever', 'done', 'subject']","gene, gay, sexual, studi, singl, behavior, genet, gene, sex, genet"
1069,0.00018871500641147383,-0.00027820172248060334,-0.0001198908588721471,591,6,113904549,2019-08-29 18:58:50,CBS News,"Is there a ""gay gene""? Major new study says no","['gay', 'gene', 'major', 'new', 'studi', 'say', 'nother', 'thing', 'singl', 'gene', 'drive', 'person', 'sexual', 'behavior', 'accord', 'largest', 'studi', 'ever', 'done', 'subject']","gene, gay, sexual, studi, singl, behavior, genet, gene, sex, genet"
1070,0.00045106168441940293,4.314443945560637e-05,-0.00022287047443628094,35,11,45673228,2019-08-29 18:59:54,The Washington Post,The Latest: Colombia leader seeks arrest of rearmed rebels,"['latest', 'colombia', 'leader', 'seek', 'arrest', 'rearm', 'rebelscolombia', 'presid', 'iván', 'duqu', 'accus', 'venezuelan', 'presid', 'nicolá', 'maduro', 'provid', 'safe', 'cadr', 'demobil', 'rebel', 'leader', 'announc', 'rearm']","colombia, maduro, rebel, farc, colombian, arrest, duqu, rearm, venezuelan, shelter"
1071,-0.00015642798366873438,0.0008828848340866625,-0.0003697516618650193,292,4,2327087,2019-08-29 19:06:58,Reuters,U.S. sanctions Jammal Trust Bank for financial ties to Hezbollah: Treasury,"['us', 'sanction', 'jammal', 'trust', 'bank', 'financi', 'tie', 'hezbollah', 'treasuryth', 'unit', 'state', 'thursday', 'sanction', 'lebanonbas', 'jammal', 'trust', 'bank', 'sal', 'subsidiari', 'allegedli', 'facilit', 'financi', 'activ', 'hezbollah', 'accord', 'treasuri', 'depart', 'said', 'bank', 'funnel', 'money', 'famili', 'suicid', 'bomber']","hezbollah, jammal, sanction, lebanon, bank, sal, trust, bank, tie, lebanes"
1072,0.0005961967878745474,-0.0003193495552918284,-0.0005633209677442809,473,12,55568015,2019-08-29 19:15:39,Yahoo! News,Longest-ever wrongfully imprisoned woman in US history gets $3m in lawsuit settlement,"['longestev', 'wrong', 'imprison', 'woman', 'us', 'histori', 'get', '3m', 'lawsuit', 'settlementa', 'woman', 'spent', '35', 'year', 'prison', 'murder', 'didnt', 'commit', 'award', '3m', '25m', 'partial', 'settlement', 'civil', 'right', 'case', 'accord', 'lawyerscathi', 'wood', '68', 'releas', 'prison', '2015', 'exoner', 'due', 'new', 'dna', 'evid', 'found', 'cigarett', 'stub']","35, 3m, murder, exoner, woman, partial, commit, settlement, prison, nevada"
1073,0.0005513466778317601,1.0322619080774799e-05,-0.0005238511403006344,1097,6,1498708,2019-08-29 19:16:00,Reuters,Uganda confirms another Ebola case: Ministry of Health,"['uganda', 'confirm', 'anoth', 'ebola', 'case', 'ministri', 'healthuganda', 'thursday', 'report', 'anoth', 'case', 'ebola', 'nineyearold', 'girl', 'cross', 'border', 'neighbor', 'democrat', 'republ', 'congo', 'battl', 'outbreak', 'deadli', 'hemorrhag', 'fever', 'year']","uganda, ebola, girl, congo, congoles, test, posit, travel, republ, drc"
1074,4.964572237582826e-05,-0.00043064570745070973,0.000515576433412314,559,9,55506880,2019-08-29 19:22:35,Yahoo! News,Brigitte Macron speaks out against sexism amid G7 Amazon fire funding row with Brazilian president,"['brigitt', 'macron', 'speak', 'sexism', 'amid', 'g7', 'amazon', 'fire', 'fund', 'row', 'brazilian', 'presidentfr', 'first', 'ladi', 'brigitt', 'macron', 'hit', 'back', 'thursday', 'mockeri', 'age', 'appear', 'jair', 'bolsonaro', 'facebook', 'page', 'amid', 'word', 'brazilian', 'presid', 'husband', 'left', '18m', 'emerg', 'fund', 'amazon', 'limbo', 'comment', 'came', 'mr', 'bolsonaro', 'accus']","brazilian, macron, brigitt, bolsonaro, jair, spat, brazilian, ladi, offend, pari"
